"Dayun"
"1/11/19 12:00 AM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled"
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Date & Time","Barometer - mb","Inside Temp - °C","Inside Hum - %","Inside Dew Point - °C","Inside Heat Index - °C","Inside EMC","Temp - °C","High Temp - °C","Low Temp - °C","Hum - %","Dew Point - °C","Wet Bulb - °C","Wind Speed - km/h","Wind Direction","Wind Run - km","High Wind Speed - km/h","High Wind Direction","Wind Chill - °C","Heat Index - °C","THW Index - °C","Rain - mm","Rain Rate - mm/h","ET - mm","Heating Degree Days","Cooling Degree Days"
"1/11/19 12:00 AM","1007,2","27,8","51,0","16,8","28,3","9,31","22,5","22,6","22,4","83,0","19,5","20,3","0,0","","0,00","0,0","","22,5","23,5","23,5","0,2","1,2","0,89","0,000","0,087"
"1/11/19 12:30 AM","1006,5","27,7","51,0","16,6","28,0","9,31","22,3","22,5","22,3","83,0","19,3","20,1","0,0","","0,00","4,8","ESE","22,3","23,3","23,3","0,4","1,0","0,00","0,000","0,083"
"1/11/19 1:00 AM","1006,0","27,5","51,0","16,5","27,8","9,32","22,2","22,4","22,2","83,0","19,1","20,0","0,0","","0,00","3,2","ESE","22,2","23,1","23,1","0,2","1,0","0,89","0,000","0,080"
"1/11/19 1:30 AM","1005,7","27,4","50,0","16,0","27,6","9,12","22,3","22,3","22,2","83,0","19,2","20,1","0,0","","0,00","1,6","ESE","22,3","23,2","23,2","0,4","0,0","0,00","0,000","0,082"
"1/11/19 2:00 AM","1005,2","27,3","50,0","15,9","27,5","9,13","22,3","22,3","22,2","83,0","19,2","20,1","0,0","","0,00","0,0","","22,3","23,2","23,2","0,0","0,0","0,89","0,000","0,082"
"1/11/19 4:00 AM","1004,5","26,9","53,0","16,5","27,2","9,64","22,2","22,3","22,2","83,0","19,2","20,0","0,0","","0,00","1,6","WNW","22,2","23,2","23,2","0,0","0,0","0,79","0,000","0,081"
"1/11/19 4:30 AM","1004,8","26,9","51,0","15,9","27,1","9,34","22,3","22,3","22,2","83,0","19,2","20,1","0,0","","0,00","3,2","W","22,3","23,2","23,2","0,0","0,0","0,00","0,000","0,082"
"1/11/19 5:00 AM","1004,7","26,8","51,0","15,8","27,0","9,35","22,4","22,4","22,3","83,0","19,4","20,2","0,0","","0,00","3,2","W","22,4","23,3","23,3","0,0","0,0","0,84","0,000","0,084"
"1/11/19 5:30 AM","1004,9","26,7","51,0","15,7","26,9","9,35","22,6","22,6","22,4","83,0","19,5","20,4","0,0","","0,00","4,8","W","22,6","23,5","23,5","0,0","0,0","0,00","0,000","0,088"
"1/11/19 6:00 AM","1004,7","26,7","51,0","15,7","26,9","9,35","22,6","22,6","22,6","83,0","19,6","20,4","1,6","W","0,80","6,4","WNW","22,6","23,6","23,6","0,0","0,0","0,86","0,000","0,089"
"1/11/19 6:30 AM","1004,8","26,8","58,0","17,9","27,5","10,35","22,7","22,7","22,6","83,0","19,6","20,5","0,0","","0,00","4,8","WNW","22,7","23,7","23,7","0,0","0,0","0,00","0,000","0,090"
"1/11/19 7:00 AM","1005,1","26,9","61,0","18,8","27,9","10,95","22,8","22,8","22,6","84,0","20,0","20,8","0,0","","0,00","3,2","NW","22,8","23,9","23,9","0,0","0,0","0,66","0,000","0,094"
"1/11/19 7:30 AM","1005,7","26,9","57,0","17,7","27,5","10,16","23,1","23,2","22,8","84,0","20,3","21,0","0,0","","0,00","4,8","NW","23,1","24,2","24,2","0,0","0,0","0,00","0,000","0,100"
"1/11/19 8:00 AM","1006,2","27,1","57,0","17,9","27,8","10,17","23,3","23,3","23,1","84,0","20,5","21,2","0,0","","0,00","4,8","W","23,3","24,5","24,5","0,0","0,0","0,53","0,000","0,104"
"1/11/19 9:00 AM","1006,8","27,4","58,0","18,4","28,2","10,35","23,7","23,7","23,6","83,0","20,6","21,4","0,0","","0,00","0,0","","23,7","24,9","24,9","0,0","0,0","0,53","0,000","0,111"
"1/11/19 9:30 AM","1006,7","28,1","58,0","19,0","29,2","10,35","24,9","24,9","23,7","80,0","21,2","22,1","0,0","","0,00","4,8","WSW","24,9","26,3","26,3","0,0","0,0","0,00","0,000","0,137"
"1/11/19 10:00 AM","1006,8","28,8","60,0","20,3","30,7","10,75","26,6","26,6","24,9","76,0","22,0","23,1","1,6","SW","0,80","6,4","SSE","26,6","28,8","28,8","0,0","0,0","0,56","0,000","0,171"
"1/11/19 10:30 AM","1006,4","30,4","58,0","21,2","33,3","10,32","30,3","30,3","27,9","67,0","23,5","24,9","3,2","WSW","1,61","11,3","W","30,3","35,1","35,1","0,0","0,0","0,00","0,000","0,249"
"1/11/19 11:00 AM","1006,2","31,1","58,0","21,8","34,6","10,29","29,9","30,3","29,9","66,0","22,8","24,3","3,2","NNW","1,61","12,9","NW","29,9","34,0","34,0","0,0","0,0","0,69","0,000","0,241"
"1/11/19 11:30 AM","1005,8","31,2","57,0","21,6","34,6","10,13","30,4","30,4","30,1","67,0","23,6","25,0","3,2","NW","1,61","8,0","NW","30,4","35,4","35,4","0,0","0,0","0,00","0,000","0,251"
"1/11/19 12:00 PM","1005,2","31,1","56,0","21,3","34,2","9,99","30,6","30,6","30,2","64,0","23,0","24,6","3,2","NNW","1,61","11,3","WSW","30,6","35,1","35,1","0,0","0,0","0,71","0,000","0,256"
"1/11/19 12:30 PM","1004,8","31,6","56,0","21,7","35,1","9,97","30,7","30,7","30,6","65,0","23,3","24,8","3,2","W","1,61","8,0","WNW","30,7","35,5","35,5","0,0","0,0","0,00","0,000","0,257"
"1/11/19 1:00 PM","1004,4","31,6","56,0","21,7","35,1","9,97","30,4","30,7","30,2","65,0","23,1","24,6","1,6","W","0,80","8,0","SSE","30,4","34,9","34,9","0,0","0,0","0,71","0,000","0,251"
"1/11/19 1:30 PM","1004,1","31,6","53,0","20,8","34,4","9,47","30,8","30,8","30,4","63,0","22,9","24,5","3,2","WSW","1,61","9,7","W","30,8","35,2","35,2","0,0","0,0","0,00","0,000","0,259"
"1/11/19 2:00 PM","1003,5","31,5","52,0","20,5","34,0","9,35","31,3","31,3","30,8","62,0","23,2","24,8","1,6","NNW","0,80","8,0","NW","31,3","36,2","36,2","0,0","0,0","0,74","0,000","0,271"
"1/11/19 3:00 PM","1002,7","31,8","52,0","20,7","34,6","9,35","31,7","31,7","31,3","54,0","21,3","23,3","1,6","SW","0,80","6,4","NW","31,7","34,9","34,9","0,0","0,0","0,74","0,000","0,279"
"1/11/19 3:30 PM","1002,6","31,7","51,0","20,3","34,2","9,17","32,3","32,5","31,7","48,0","19,9","22,3","1,6","SSW","0,80","6,4","SSW","32,3","34,6","34,6","0,0","0,0","0,00","0,000","0,292"
"1/11/19 4:00 PM","1002,4","31,4","49,0","19,4","33,2","8,85","32,1","32,3","32,0","49,0","20,0","22,3","1,6","N","0,80","3,2","WNW","32,1","34,4","34,4","0,0","0,0","0,76","0,000","0,286"
"1/11/19 4:30 PM","1002,6","31,1","48,0","18,8","32,4","8,69","30,8","32,1","30,8","57,0","21,3","23,2","1,6","S","0,80","6,4","S","30,8","33,9","33,9","0,0","0,0","0,00","0,000","0,260"
"1/11/19 5:00 PM","1002,8","30,6","47,0","18,0","31,6","8,51","29,9","30,8","29,9","60,0","21,3","23,1","1,6","SSE","0,80","6,4","SSE","29,9","32,8","32,8","0,0","0,0","0,76","0,000","0,242"
"1/11/19 5:30 PM","1003,0","30,2","46,0","17,3","30,9","8,42","29,4","29,9","29,3","62,0","21,3","23,1","0,0","","0,00","3,2","SSE","29,4","32,1","32,1","0,0","0,0","0,00","0,000","0,230"
"1/11/19 6:00 PM","1003,4","29,9","50,0","18,4","31,0","9,05","28,5","29,4","28,5","66,0","21,5","23,1","0,0","","0,00","0,0","","28,5","31,2","31,2","0,0","0,0","0,91","0,000","0,212"
"1/11/19 6:30 PM","1003,7","30,4","53,0","19,7","32,3","9,52","27,3","28,4","27,3","67,0","20,7","22,2","0,0","","0,00","0,0","","27,3","29,2","29,2","0,0","0,0","0,00","0,000","0,187"
"1/11/19 7:00 PM","1004,2","30,4","56,0","20,6","32,8","10,02","26,9","27,3","26,9","68,0","20,5","22,0","0,0","","0,00","0,0","","26,9","28,6","28,6","0,0","0,0","0,94","0,000","0,178"
"1/11/19 7:30 PM","1004,7","30,3","58,0","21,1","33,0","10,32","26,6","26,9","26,5","69,0","20,4","21,9","0,0","","0,00","0,0","","26,6","28,1","28,1","0,0","0,0","0,00","0,000","0,171"
"1/11/19 8:00 PM","1004,7","29,8","54,0","19,5","31,4","9,74","26,4","26,5","26,3","68,0","20,0","21,5","0,0","","0,00","0,0","","26,4","27,8","27,8","0,0","0,0","0,97","0,000","0,168"
"1/11/19 8:30 PM","1005,1","29,3","52,0","18,5","30,5","9,35","26,3","26,4","26,3","69,0","20,2","21,7","0,0","","0,00","4,8","E","26,3","27,8","27,8","0,0","0,0","0,00","0,000","0,167"
"1/11/19 9:00 PM","1005,6","29,1","52,0","18,2","30,0","9,36","26,2","26,3","26,1","69,0","20,0","21,5","0,0","","0,00","6,4","E","26,2","27,5","27,5","0,0","0,0","0,97","0,000","0,163"
"1/11/19 9:30 PM","1006,0","28,9","52,0","18,0","29,8","9,37","26,0","26,2","26,0","70,0","20,1","21,5","0,0","","0,00","4,8","ENE","26,0","27,3","27,3","0,0","0,0","0,00","0,000","0,160"
"1/11/19 10:00 PM","1005,9","28,7","51,0","17,6","29,4","9,28","25,7","26,0","25,7","73,0","20,5","21,7","0,0","","0,00","0,0","","25,7","27,1","27,1","0,0","0,0","0,97","0,000","0,153"
"1/11/19 10:30 PM","1005,9","28,6","51,0","17,5","29,3","9,28","25,5","25,7","25,4","75,0","20,7","21,9","0,0","","0,00","0,0","","25,5","27,0","27,0","0,0","0,0","0,00","0,000","0,149"
"1/11/19 11:00 PM","1005,7","28,4","51,0","17,3","29,0","9,29","25,3","25,5","25,3","76,0","20,7","21,9","0,0","","0,00","0,0","","25,3","26,7","26,7","0,0","0,0","0,94","0,000","0,145"
"1/11/19 11:30 PM","1005,5","28,3","51,0","17,2","28,9","9,29","25,0","25,3","25,0","77,0","20,7","21,8","0,0","","0,00","0,0","","25,0","26,3","26,3","0,0","0,0","0,00","0,000","0,139"
"2/11/19 12:00 AM","1005,2","28,2","52,0","17,4","28,8","9,40","24,8","25,0","24,8","77,0","20,5","21,6","1,6","E","0,80","6,4","ESE","24,8","26,1","26,1","0,0","0,0","0,94","0,000","0,135"
"2/11/19 12:30 AM","1004,7","27,8","51,0","16,7","28,2","9,31","24,6","24,6","24,6","80,0","20,9","21,8","0,0","","0,00","0,0","","24,6","25,9","25,9","0,0","0,0","0,00","0,000","0,130"
"2/11/19 1:00 AM","1004,6","27,7","50,0","16,3","28,0","9,11","24,4","24,6","24,4","80,0","20,8","21,7","0,0","","0,00","0,0","","24,4","25,7","25,7","0,0","0,0","0,86","0,000","0,127"
"2/11/19 1:30 AM","1004,4","27,6","50,0","16,2","27,9","9,12","24,4","24,5","24,4","80,0","20,8","21,7","0,0","","0,00","0,0","","24,4","25,7","25,7","0,0","0,0","0,00","0,000","0,127"
"2/11/19 2:00 AM","1004,4","27,4","50,0","16,1","27,7","9,12","24,3","24,4","24,3","81,0","20,8","21,7","0,0","","0,00","0,0","","24,3","25,6","25,6","0,0","0,0","0,91","0,000","0,124"
"2/11/19 2:30 AM","1004,6","27,4","50,0","16,0","27,6","9,12","24,2","24,3","24,2","81,0","20,8","21,6","0,0","","0,00","0,0","","24,2","25,5","25,5","0,0","0,0","0,00","0,000","0,123"
"2/11/19 3:00 AM","1004,6","27,3","50,0","15,9","27,5","9,13","24,2","24,3","24,2","82,0","21,0","21,8","0,0","","0,00","0,0","","24,2","25,5","25,5","0,0","0,0","0,91","0,000","0,123"
"2/11/19 3:30 AM","1004,8","27,2","49,0","15,5","27,2","8,93","24,1","24,2","24,0","82,0","20,8","21,7","0,0","","0,00","0,0","","24,1","25,4","25,4","0,0","0,0","0,00","0,000","0,120"
"2/11/19 4:00 AM","1005,2","27,1","50,0","15,8","27,3","9,13","23,9","24,1","23,9","82,0","20,6","21,5","0,0","","0,00","0,0","","23,9","25,1","25,1","0,0","0,0","0,91","0,000","0,116"
"2/11/19 4:30 AM","1005,1","27,0","50,0","15,7","27,1","9,14","23,8","23,9","23,8","82,0","20,6","21,4","0,0","","0,00","0,0","","23,8","25,1","25,1","0,0","0,0","0,00","0,000","0,115"
"2/11/19 5:00 AM","1005,2","26,9","50,0","15,6","27,0","9,14","23,6","23,9","23,6","82,0","20,4","21,2","0,0","","0,00","0,0","","23,6","24,8","24,8","0,0","0,0","0,86","0,000","0,110"
"2/11/19 5:30 AM","1005,5","26,9","50,0","15,6","27,0","9,14","23,8","23,8","23,6","83,0","20,7","21,5","0,0","","0,00","0,0","","23,8","25,0","25,0","0,0","0,0","0,00","0,000","0,113"
"2/11/19 6:00 AM","1005,8","27,1","50,0","15,8","27,3","9,13","24,2","24,2","23,7","82,0","21,0","21,8","0,0","","0,00","0,0","","24,2","25,5","25,5","0,0","0,0","0,61","0,000","0,123"
"2/11/19 6:30 AM","1006,2","27,6","50,0","16,2","27,9","9,12","25,2","25,2","24,2","82,0","21,9","22,7","0,0","","0,00","4,8","SSW","25,2","26,9","26,9","0,0","0,0","0,00","0,000","0,142"
"2/11/19 7:00 AM","1006,3","28,3","50,0","16,9","28,7","9,09","26,4","26,4","25,2","78,0","22,2","23,2","1,6","SW","0,80","6,4","SW","26,4","28,7","28,7","0,0","0,0","0,56","0,000","0,168"
"2/11/19 7:30 AM","1006,6","28,9","50,0","17,4","29,6","9,07","27,7","27,7","26,4","75,0","22,8","23,9","3,2","SSW","1,61","8,0","S","27,7","30,9","30,9","0,0","0,0","0,00","0,000","0,194"
"2/11/19 8:00 AM","1006,7","29,3","49,0","17,5","30,0","8,85","28,7","28,7","27,7","72,0","23,1","24,3","3,2","SSW","1,61","8,0","WSW","28,7","32,6","32,6","0,0","0,0","0,61","0,000","0,215"
"2/11/19 8:30 AM","1006,6","29,7","48,0","17,5","30,4","8,74","29,7","29,7","28,7","70,0","23,7","24,9","1,6","NW","0,80","9,7","WNW","29,7","34,5","34,5","0,0","0,0","0,00","0,000","0,237"
"2/11/19 9:00 AM","1006,4","30,0","47,0","17,5","30,7","8,53","30,1","30,3","29,7","69,0","23,7","25,1","1,6","SW","0,80","6,4","WSW","30,1","35,1","35,1","0,0","0,0","0,69","0,000","0,244"
"2/11/19 9:30 AM","1006,4","30,4","48,0","18,1","31,4","8,72","30,1","30,3","29,9","68,0","23,5","24,9","3,2","SW","1,61","11,3","SSW","30,1","34,8","34,8","0,0","0,0","0,00","0,000","0,244"
"2/11/19 10:00 AM","1006,0","30,4","48,0","18,2","31,5","8,71","30,8","30,8","30,1","66,0","23,7","25,1","1,6","SW","0,80","9,7","SSE","30,8","36,0","36,0","0,0","0,0","0,69","0,000","0,259"
"2/11/19 10:30 AM","1005,6","30,8","48,0","18,6","32,1","8,70","31,1","31,1","30,8","63,0","23,2","24,8","4,8","SSE","2,41","11,3","ESE","31,1","36,0","36,0","0,0","0,0","0,00","0,000","0,266"
"2/11/19 11:00 AM","1005,2","31,4","47,0","18,7","32,8","8,48","32,2","32,2","31,1","61,0","23,7","25,4","3,2","S","1,61","9,7","E","32,2","38,0","38,0","0,0","0,0","0,74","0,000","0,289"
"2/11/19 11:30 AM","1004,6","31,8","47,0","19,1","33,5","8,46","31,9","32,3","31,9","60,0","23,2","24,8","4,8","SSW","2,41","12,9","SSE","31,9","36,9","36,9","0,0","0,0","0,00","0,000","0,282"
"2/11/19 12:00 PM","1003,9","32,1","47,0","19,4","34,0","8,45","32,8","32,9","31,8","58,0","23,5","25,2","3,2","S","1,61","16,1","SSE","32,8","38,5","38,5","0,0","0,0","0,76","0,000","0,302"
"2/11/19 12:30 PM","1003,3","32,3","46,0","19,2","34,1","8,35","32,8","32,9","32,3","55,0","22,6","24,5","4,8","SSW","2,41","11,3","SW","32,8","37,5","37,5","0,0","0,0","0,00","0,000","0,302"
"2/11/19 1:00 PM","1002,8","32,3","45,0","18,9","33,9","8,15","33,3","33,7","32,8","52,0","22,1","24,2","3,2","SSW","1,61","11,3","SSE","33,3","37,7","37,7","0,0","0,0","0,76","0,000","0,312"
"2/11/19 1:30 PM","1002,4","32,6","45,0","19,1","34,3","8,15","33,2","33,6","33,2","51,0","21,7","23,8","3,2","ESE","1,61","12,9","ESE","33,2","37,1","37,1","0,0","0,0","0,00","0,000","0,310"
"2/11/19 2:00 PM","1002,2","32,4","45,0","18,9","34,0","8,15","32,7","33,3","32,6","53,0","21,8","23,9","3,2","ESE","1,61","12,9","E","32,7","36,6","36,6","0,0","0,0","0,79","0,000","0,299"
"2/11/19 2:30 PM","1001,8","32,1","45,0","18,7","33,5","8,15","33,1","33,1","32,6","49,0","21,0","23,2","3,2","SE","1,61","8,0","SSE","33,1","36,3","36,3","0,0","0,0","0,00","0,000","0,308"
"2/11/19 3:00 PM","1002,1","32,0","45,0","18,6","33,4","8,16","32,5","33,1","32,5","54,0","22,0","24,0","3,2","SE","1,61","9,7","S","32,5","36,5","36,5","0,0","0,0","0,76","0,000","0,295"
"2/11/19 4:30 PM","1007,0","28,6","51,0","17,4","29,2","9,28","22,8","22,8","22,7","82,0","19,5","20,4","0,0","","0,00","0,0","","22,8","23,8","23,8","0,0","0,0","0,00","0,000","0,093"
"2/11/19 5:00 PM","1006,7","28,4","49,0","16,6","28,7","8,89","22,9","23,0","22,8","82,0","19,7","20,5","0,0","","0,00","0,0","","22,9","23,9","23,9","0,0","0,0","0,76","0,000","0,095"
"2/11/19 5:30 PM","1007,0","28,2","48,0","16,2","28,4","8,79","22,8","22,9","22,7","82,0","19,6","20,5","0,0","","0,00","0,0","","22,8","23,8","23,8","0,0","0,0","0,00","0,000","0,094"
"2/11/19 6:00 PM","1008,3","28,1","50,0","16,7","28,4","9,10","23,2","23,2","22,6","77,0","19,0","20,1","6,4","SW","3,22","32,2","SSE","23,2","24,1","24,1","0,0","0,0","0,86","0,000","0,102"
"2/11/19 6:30 PM","1008,7","27,9","51,0","16,9","28,4","9,30","22,2","23,2","22,2","79,0","18,4","19,4","8,0","SW","4,02","24,1","WSW","22,2","23,0","23,0","0,4","1,6","0,00","0,000","0,080"
"2/11/19 7:00 PM","1008,2","27,7","50,0","16,4","28,0","9,11","21,9","22,2","21,9","81,0","18,5","19,4","1,6","WSW","0,80","12,9","W","21,9","22,8","22,8","0,2","1,2","0,89","0,000","0,074"
"2/11/19 7:30 PM","1008,4","27,5","50,0","16,1","27,7","9,12","21,6","21,9","21,6","82,0","18,4","19,3","3,2","SW","1,61","14,5","SSW","21,6","22,5","22,5","0,6","8,8","0,00","0,000","0,068"
"2/11/19 8:00 PM","1008,0","27,3","50,0","16,0","27,5","9,13","21,2","21,6","21,2","82,0","18,0","18,9","4,8","SSW","2,41","16,1","SSE","21,2","22,0","22,0","5,8","29,6","0,89","0,000","0,059"
"2/11/19 8:30 PM","1007,9","27,2","50,0","15,8","27,3","9,13","20,7","21,2","20,7","82,0","17,5","18,5","4,8","SSW","2,41","20,9","SW","20,7","21,6","21,6","2,2","8,8","0,00","0,000","0,050"
"2/11/19 9:00 PM","1007,9","26,9","50,0","15,6","27,0","9,14","20,7","20,8","20,7","83,0","17,7","18,6","3,2","SSW","1,61","11,3","S","20,7","21,6","21,6","0,6","2,8","0,86","0,000","0,050"
"2/11/19 9:30 PM","1007,8","26,7","49,0","15,1","26,8","8,95","20,6","20,8","20,6","83,0","17,6","18,5","1,6","SSE","0,80","8,0","SSE","20,6","21,5","21,5","0,4","2,8","0,00","0,000","0,047"
"2/11/19 10:00 PM","1007,6","26,6","49,0","15,0","26,6","8,95","20,6","20,7","20,6","83,0","17,6","18,5","1,6","S","0,80","8,0","S","20,6","21,5","21,5","1,0","4,8","0,86","0,000","0,046"
"2/11/19 10:30 PM","1007,1","26,4","49,0","14,8","26,4","8,96","20,6","20,6","20,5","83,0","17,6","18,4","1,6","S","0,80","4,8","S","20,6","21,5","21,5","0,4","1,4","0,00","0,000","0,046"
"2/11/19 11:00 PM","1006,8","26,2","48,0","14,3","26,1","8,87","20,8","20,8","20,6","83,0","17,8","18,7","0,0","","0,00","3,2","S","20,8","21,7","21,7","0,2","0,8","0,86","0,000","0,051"
"2/11/19 11:30 PM","1006,7","26,2","48,0","14,3","26,1","8,87","20,8","20,8","20,7","83,0","17,8","18,7","0,0","","0,00","1,6","S","20,8","21,7","21,7","0,0","0,0","0,00","0,000","0,051"
"3/11/19 12:00 AM","1006,7","26,1","47,0","13,9","25,9","8,67","20,8","20,8","20,7","83,0","17,8","18,7","0,0","","0,00","0,0","","20,8","21,7","21,7","0,0","0,0","0,86","0,000","0,052"
"3/11/19 12:30 AM","1006,6","26,2","48,0","14,3","26,1","8,87","20,8","20,9","20,8","83,0","17,8","18,7","0,0","","0,00","0,0","","20,8","21,7","21,7","0,0","0,0","0,00","0,000","0,052"
"3/11/19 1:00 AM","1006,7","26,2","48,0","14,3","26,1","8,87","20,9","20,9","20,8","83,0","17,9","18,8","0,0","","0,00","1,6","S","20,9","21,8","21,8","0,0","0,0","0,84","0,000","0,054"
"3/11/19 1:30 AM","1006,7","26,2","48,0","14,3","26,0","8,87","21,1","21,1","20,9","84,0","18,2","19,1","0,0","","0,00","1,6","S","21,1","22,0","22,0","0,2","0,0","0,00","0,000","0,057"
"3/11/19 2:00 AM","1006,8","26,2","48,0","14,3","26,1","8,87","21,3","21,4","21,1","83,0","18,3","19,2","0,0","","0,00","0,0","","21,3","22,2","22,2","0,0","0,0","0,66","0,000","0,063"
"3/11/19 3:30 AM","1007,1","26,9","47,0","14,6","26,8","8,64","23,7","23,7","22,7","78,0","19,6","20,7","0,0","","0,00","4,8","W","23,7","24,7","24,7","0,0","0,0","0,00","0,000","0,111"
"3/11/19 4:00 AM","1007,3","27,2","46,0","14,5","27,0","8,45","25,3","25,3","23,7","75,0","20,6","21,8","1,6","WNW","0,80","4,8","NW","25,3","26,7","26,7","0,0","0,0","0,56","0,000","0,146"
"3/11/19 4:30 AM","1007,3","27,7","45,0","14,7","27,5","8,31","26,9","26,9","25,3","69,0","20,7","22,2","1,6","WNW","0,80","6,4","W","26,9","28,7","28,7","0,0","0,0","0,00","0,000","0,178"
"3/11/19 5:00 AM","1007,3","28,4","45,0","15,4","28,4","8,29","28,9","28,9","26,9","62,0","20,9","22,6","1,6","E","0,80","8,0","SSE","28,9","31,2","31,2","0,0","0,0","0,61","0,000","0,220"
"3/11/19 5:30 AM","1007,2","29,1","44,0","15,6","29,0","8,15","29,6","29,8","28,9","50,0","18,0","20,5","1,6","SSW","0,80","8,0","SSW","29,6","30,5","30,5","0,0","0,0","0,00","0,000","0,234"
"3/11/19 8:30 AM","1004,3","30,6","43,0","16,6","31,0","7,95","31,7","32,0","31,7","49,0","19,7","22,0","1,6","S","0,80","9,7","SW","31,7","33,8","33,8","0,0","0,0","0,00","0,000","0,279"
"3/11/19 9:00 AM","1004,1","30,6","42,0","16,2","30,7","7,81","31,9","31,9","31,7","49,0","19,8","22,2","1,6","SE","0,80","6,4","SSE","31,9","34,1","34,1","0,0","0,0","0,76","0,000","0,282"
"3/11/19 9:30 AM","1004,1","30,4","42,0","16,0","30,5","7,82","31,4","31,9","31,3","53,0","20,7","22,8","1,6","NE","0,80","4,8","ENE","31,4","34,2","34,2","0,0","0,0","0,00","0,000","0,273"
"3/11/19 10:00 AM","1004,3","30,3","43,0","16,3","30,5","7,95","31,1","31,4","31,1","52,0","20,1","22,3","1,6","ENE","0,80","4,8","ENE","31,1","33,3","33,3","0,0","0,0","0,74","0,000","0,266"
"3/11/19 10:30 AM","1004,3","30,9","48,0","18,6","32,2","8,70","30,6","31,1","30,6","55,0","20,5","22,5","1,6","ENE","0,80","4,8","ENE","30,6","32,9","32,9","0,0","0,0","0,00","0,000","0,255"
"3/11/19 11:00 AM","1004,6","30,4","46,0","17,5","31,1","8,42","30,1","30,6","30,1","57,0","20,7","22,6","0,0","","0,00","3,2","ESE","30,1","32,5","32,5","0,0","0,0","0,74","0,000","0,245"
"3/11/19 11:30 AM","1005,1","29,9","45,0","16,7","30,2","8,23","29,1","30,1","29,1","63,0","21,3","23,0","0,0","","0,00","1,6","ESE","29,1","31,8","31,8","0,0","0,0","0,00","0,000","0,225"
"3/11/19 12:00 PM","1005,2","29,5","45,0","16,3","29,7","8,25","27,7","29,1","27,7","67,0","21,0","22,5","0,0","","0,00","0,0","","27,7","29,9","29,9","0,0","0,0","0,89","0,000","0,196"
"3/11/19 12:30 PM","1005,9","29,2","45,0","16,0","29,3","8,26","26,8","27,7","26,8","68,0","20,4","21,9","0,0","","0,00","1,6","ESE","26,8","28,4","28,4","0,0","0,0","0,00","0,000","0,176"
"3/11/19 1:00 PM","1006,4","28,9","46,0","16,2","29,1","8,45","26,4","26,8","26,4","68,0","20,1","21,6","0,0","","0,00","1,6","ESE","26,4","27,8","27,8","0,0","0,0","0,94","0,000","0,169"
"3/11/19 1:30 PM","1006,6","28,7","46,0","15,9","28,8","8,45","26,2","26,4","26,2","69,0","20,1","21,6","0,0","","0,00","1,6","ESE","26,2","27,6","27,6","0,0","0,0","0,00","0,000","0,164"
"3/11/19 2:00 PM","1006,9","28,6","46,0","15,8","28,6","8,45","25,8","26,2","25,8","70,0","19,9","21,3","0,0","","0,00","0,0","","25,8","27,0","27,0","0,0","0,0","0,97","0,000","0,155"
"3/11/19 2:30 PM","1007,4","28,4","46,0","15,7","28,4","8,45","25,7","25,8","25,7","71,0","20,0","21,4","0,0","","0,00","0,0","","25,7","26,9","26,9","0,0","0,0","0,00","0,000","0,153"
"3/11/19 3:00 PM","1007,7","28,2","47,0","15,8","28,3","8,59","25,2","25,7","25,2","72,0","19,8","21,2","0,0","","0,00","3,2","ESE","25,2","26,3","26,3","0,0","0,0","0,94","0,000","0,144"
"3/11/19 3:30 PM","1008,0","28,1","47,0","15,7","28,2","8,60","25,2","25,2","25,0","78,0","21,1","22,1","0,0","","0,00","4,8","ESE","25,2","26,6","26,6","0,0","0,0","0,00","0,000","0,142"
"3/11/19 4:00 PM","1008,0","28,0","47,0","15,6","28,1","8,60","25,1","25,2","25,1","78,0","20,9","22,0","0,0","","0,00","0,0","","25,1","26,5","26,5","0,0","0,0","0,94","0,000","0,140"
"3/11/19 4:30 PM","1007,8","27,8","47,0","15,5","27,9","8,61","25,1","25,1","25,0","78,0","20,9","22,0","0,0","","0,00","0,0","","25,1","26,5","26,5","0,0","0,0","0,00","0,000","0,140"
"3/11/19 5:00 PM","1007,6","27,7","47,0","15,4","27,7","8,61","24,7","25,1","24,7","78,0","20,6","21,7","0,0","","0,00","0,0","","24,7","26,0","26,0","0,0","0,0","0,94","0,000","0,133"
