"Dayun"
"1/11/19 12:00 AM : 1 Year"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled","Vantage Pro2, Cabled"
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"Date & Time","Barometer - mb","Inside Temp - °C","Inside Hum - %","Inside Dew Point - °C","Inside Heat Index - °C","Inside EMC","Temp - °C","High Temp - °C","Low Temp - °C","Hum - %","Dew Point - °C","Wet Bulb - °C","Wind Speed - km/h","Wind Direction","Wind Run - km","High Wind Speed - km/h","High Wind Direction","Wind Chill - °C","Heat Index - °C","THW Index - °C","Rain - mm","Rain Rate - mm/h","ET - mm","Heating Degree Days","Cooling Degree Days"
"5/2/20 5:00 AM","1006,6","28,9","51,0","17,7","29,7","9,27","24,8","24,9","24,8","77,0","20,5","21,6","0,0","","0,00","0,0","","24,8","26,1","26,1","0,0","0,0","0,69","0,000","0,135"
"5/2/20 5:30 AM","1006,4","28,8","50,0","17,3","29,4","9,07","24,9","24,9","24,8","78,0","20,8","21,9","0,0","","0,00","0,0","","24,9","26,3","26,3","0,0","0,0","0,00","0,000","0,138"
"5/2/20 6:00 AM","1006,2","28,7","50,0","17,2","29,2","9,08","25,0","25,1","24,9","79,0","21,1","22,1","0,0","","0,00","0,0","","25,0","26,4","26,4","0,0","0,0","0,61","0,000","0,139"
"5/2/20 6:30 AM","1006,1","28,6","49,0","16,8","29,1","8,88","24,9","25,1","24,9","79,0","21,0","22,0","0,0","","0,00","0,0","","24,9","26,4","26,4","0,0","0,0","0,00","0,000","0,138"
"5/2/20 7:00 AM","1006,0","28,5","49,0","16,7","28,9","8,88","24,9","25,1","24,9","78,0","20,8","21,9","0,0","","0,00","0,0","","24,9","26,3","26,3","0,0","0,0","0,48","0,000","0,138"
"5/2/20 7:30 AM","1006,3","28,3","48,0","16,3","28,6","8,79","24,8","24,9","24,8","78,0","20,7","21,8","0,0","","0,00","0,0","","24,8","26,2","26,2","0,0","0,0","0,00","0,000","0,135"
"5/2/20 8:00 AM","1006,5","28,3","50,0","16,9","28,7","9,09","24,7","24,9","24,7","79,0","20,8","21,8","0,0","","0,00","0,0","","24,7","26,1","26,1","0,0","0,0","0,51","0,000","0,133"
"5/2/20 8:30 AM","1006,6","28,4","52,0","17,6","29,1","9,39","24,7","24,8","24,7","79,0","20,8","21,8","0,0","","0,00","0,0","","24,7","26,1","26,1","0,0","0,0","0,00","0,000","0,133"
"5/2/20 9:00 AM","1007,0","28,5","55,0","18,6","29,6","9,85","24,6","24,7","24,6","79,0","20,7","21,7","0,0","","0,00","0,0","","24,6","25,8","25,8","0,0","0,0","0,43","0,000","0,130"
"5/2/20 9:32 AM","1007,2","28,6","60,0","20,0","30,3","10,75","24,6","24,6","24,6","79,0","20,7","21,7","0,0","","0,00","0,0","","24,6","25,8","25,8","0,0","0,0","0,00","0,000","0,130"
"5/2/20 10:00 AM","1007,6","28,6","63,0","20,8","30,8","11,28","24,6","24,6","24,5","79,0","20,7","21,7","0,0","","0,00","0,0","","24,6","25,9","25,9","0,0","0,0","0,33","0,000","0,131"
"5/2/20 10:30 AM","1008,0","28,6","64,0","21,1","31,0","11,48","24,9","24,9","24,6","78,0","20,8","21,8","0,0","","0,00","0,0","","24,9","26,2","26,2","0,0","0,0","0,00","0,000","0,137"
"5/2/20 11:00 AM","1008,6","28,9","63,0","21,1","31,4","11,27","25,4","25,4","24,9","74,0","20,5","21,7","0,0","","0,00","3,2","NW","25,4","26,8","26,8","0,0","0,0","0,23","0,000","0,148"
"5/2/20 11:30 AM","1009,2","28,9","56,0","19,3","30,4","10,05","27,8","27,8","27,5","66,0","20,8","22,4","3,2","ENE","1,61","9,7","E","27,8","29,8","29,8","0,0","0,0","0,00","0,000","0,197"
"5/2/20 12:00 PM","1009,2","29,2","57,0","19,8","30,9","10,24","28,1","28,2","27,8","65,0","20,9","22,5","3,2","NE","1,61","14,5","NE","28,1","30,2","30,2","0,0","0,0","0,28","0,000","0,203"
"5/2/20 12:30 PM","1009,1","29,3","56,0","19,6","31,0","10,05","28,6","28,6","28,0","65,0","21,3","22,9","4,8","NE","2,41","14,5","NE","28,6","31,1","31,1","0,0","0,0","0,00","0,000","0,213"
"5/2/20 1:00 PM","1008,7","29,6","56,0","19,9","31,5","10,04","29,3","29,3","28,5","64,0","21,8","23,4","4,8","NE","2,41","16,1","NE","29,3","32,3","32,3","0,0","0,0","0,25","0,000","0,228"
"5/2/20 1:30 PM","1008,3","29,7","54,0","19,4","31,3","9,74","29,5","29,6","29,3","65,0","22,2","23,8","4,8","ENE","2,41","14,5","NE","29,5","32,9","32,9","0,0","0,0","0,00","0,000","0,233"
"5/2/20 2:30 PM","1006,8","29,1","50,0","17,6","29,9","9,06","30,7","30,7","30,4","61,0","22,3","24,0","3,2","NE","1,61","16,1","NNW","30,7","34,5","34,5","0,0","0,0","0,00","0,000","0,257"
"5/2/20 3:00 PM","1006,2","29,0","50,0","17,5","29,7","9,07","30,8","30,8","30,6","59,0","21,8","23,6","4,8","NNE","2,41","16,1","NNW","30,8","34,2","34,2","0,0","0,0","0,61","0,000","0,259"
"5/2/20 3:30 PM","1005,7","29,2","51,0","18,0","30,1","9,26","30,7","30,8","30,6","60,0","22,1","23,8","3,2","NE","1,61","12,9","NNE","30,7","34,4","34,4","0,0","0,0","0,00","0,000","0,258"
"5/2/20 4:00 PM","1005,0","29,4","50,0","17,9","30,3","9,05","30,9","30,9","30,6","59,0","21,9","23,7","4,8","NE","2,41","14,5","E","30,9","34,5","34,5","0,0","0,0","0,66","0,000","0,262"
"5/2/20 4:30 PM","1004,7","30,1","53,0","19,4","31,7","9,53","30,6","31,1","30,6","61,0","22,2","23,9","6,4","NE","3,22","24,1","E","30,6","34,2","34,2","0,0","0,0","0,00","0,000","0,255"
"5/2/20 5:00 PM","1004,7","29,9","51,0","18,7","31,1","9,23","30,3","30,6","30,3","63,0","22,4","24,1","6,4","ENE","3,22","24,1","E","30,3","34,1","34,1","0,0","0,0","0,69","0,000","0,249"
"5/2/20 6:30 PM","1004,6","29,9","52,0","19,0","31,4","9,35","29,7","29,8","29,7","65,0","22,4","23,9","3,2","NE","1,61","17,7","NE","29,7","33,3","33,3","0,0","0,0","0,00","0,000","0,236"
"5/2/20 7:00 PM","1004,8","30,1","55,0","20,1","32,1","9,83","29,3","29,7","29,3","67,0","22,6","24,0","1,6","NE","0,80","6,4","E","29,3","33,0","33,0","0,0","0,0","0,79","0,000","0,229"
"5/2/20 7:30 PM","1005,0","30,4","56,0","20,7","33,0","10,01","28,8","29,3","28,8","67,0","22,0","23,5","1,6","NE","0,80","6,4","NNW","28,8","31,9","31,9","0,0","0,0","0,00","0,000","0,218"
"5/2/20 8:00 PM","1005,5","30,5","57,0","21,0","33,3","10,17","28,0","28,8","28,0","69,0","21,8","23,2","0,0","","0,00","4,8","NE","28,0","30,7","30,7","0,0","0,0","0,81","0,000","0,201"
"5/2/20 8:30 PM","1005,9","30,4","57,0","20,9","33,1","10,18","27,4","28,0","27,4","69,0","21,2","22,7","1,6","ENE","0,80","8,0","NE","27,4","29,7","29,7","0,0","0,0","0,00","0,000","0,190"
"5/2/20 9:00 PM","1006,5","30,3","58,0","21,1","33,0","10,32","27,0","27,5","26,9","70,0","21,1","22,4","0,0","","0,00","1,6","ENE","27,0","29,0","29,0","0,0","0,0","0,86","0,000","0,181"
"5/2/20 9:30 PM","1006,8","30,2","58,0","21,0","32,8","10,32","26,5","27,0","26,5","70,0","20,6","22,0","0,0","","0,00","0,0","","26,5","28,1","28,1","0,0","0,0","0,00","0,000","0,170"
"5/2/20 10:00 PM","1007,3","30,1","59,0","21,2","32,8","10,53","26,2","26,6","26,2","70,0","20,3","21,7","0,0","","0,00","0,0","","26,2","27,6","27,6","0,0","0,0","0,84","0,000","0,163"
"5/2/20 10:30 PM","1007,8","29,9","59,0","21,1","32,6","10,53","25,8","26,2","25,8","70,0","19,9","21,4","0,0","","0,00","0,0","","25,8","27,1","27,1","0,0","0,0","0,00","0,000","0,156"
"5/2/20 11:00 PM","1008,0","29,8","59,0","21,0","32,4","10,54","25,4","25,8","25,4","71,0","19,8","21,2","0,0","","0,00","0,0","","25,4","26,6","26,6","0,0","0,0","0,81","0,000","0,148"
"5/2/20 11:30 PM","1008,2","29,8","60,0","21,2","32,5","10,73","25,4","25,5","25,4","71,0","19,8","21,2","0,0","","0,00","0,0","","25,4","26,6","26,6","0,0","0,0","0,00","0,000","0,148"
"6/2/20 12:00 AM","1008,4","29,7","60,0","21,1","32,4","10,73","25,3","25,5","25,3","71,0","19,6","21,0","0,0","","0,00","0,0","","25,3","26,4","26,4","0,0","0,0","0,76","0,000","0,145"
"6/2/20 12:30 AM","1008,6","29,7","60,0","21,1","32,3","10,73","25,1","25,3","25,1","71,0","19,5","20,9","0,0","","0,00","0,0","","25,1","26,1","26,1","0,0","0,0","0,00","0,000","0,141"
"6/2/20 1:00 AM","1008,4","29,6","60,0","21,0","32,0","10,74","24,9","25,2","24,9","71,0","19,3","20,7","0,0","","0,00","0,0","","24,9","25,9","25,9","0,0","0,0","0,71","0,000","0,138"
"6/2/20 1:30 AM","1008,4","29,4","60,0","20,9","31,8","10,75","24,6","24,9","24,6","72,0","19,2","20,6","0,0","","0,00","0,0","","24,6","25,5","25,5","0,0","0,0","0,00","0,000","0,131"
"6/2/20 2:00 AM","1007,8","29,1","58,0","20,0","30,9","10,35","24,3","24,6","24,3","73,0","19,1","20,5","0,0","","0,00","0,0","","24,3","25,2","25,2","0,0","0,0","0,76","0,000","0,124"
"6/2/20 2:30 AM","1007,6","28,8","56,0","19,1","30,1","10,05","24,2","24,3","24,1","77,0","19,9","21,0","0,0","","0,00","0,0","","24,2","25,3","25,3","0,0","0,0","0,00","0,000","0,122"
"6/2/20 3:00 AM","1007,2","28,6","55,0","18,6","29,7","9,85","23,9","24,2","23,8","78,0","19,8","20,9","0,0","","0,00","0,0","","23,9","25,0","25,0","0,0","0,0","0,71","0,000","0,116"
"6/2/20 3:30 AM","1007,0","28,4","54,0","18,2","29,3","9,75","23,7","23,9","23,7","79,0","19,8","20,8","0,0","","0,00","0,0","","23,7","24,7","24,7","0,0","0,0","0,00","0,000","0,111"
"6/2/20 4:00 AM","1006,9","28,2","53,0","17,7","28,9","9,60","23,4","23,7","23,4","79,0","19,5","20,6","0,0","","0,00","0,0","","23,4","24,4","24,4","0,0","0,0","0,76","0,000","0,105"
"6/2/20 4:30 AM","1006,8","28,0","52,0","17,2","28,6","9,40","23,4","23,5","23,3","81,0","20,0","20,9","0,0","","0,00","0,0","","23,4","24,5","24,5","0,0","0,0","0,00","0,000","0,106"
"6/2/20 5:00 AM","1006,9","27,8","52,0","17,0","28,3","9,41","23,1","23,4","23,0","80,0","19,4","20,4","0,0","","0,00","0,0","","23,1","24,1","24,1","0,0","0,0","0,71","0,000","0,098"
"6/2/20 5:30 AM","1007,0","27,7","52,0","16,9","28,1","9,41","22,8","23,1","22,8","81,0","19,4","20,3","0,0","","0,00","0,0","","22,8","23,8","23,8","0,0","0,0","0,00","0,000","0,094"
"6/2/20 6:00 AM","1007,0","27,5","52,0","16,8","27,9","9,42","22,6","22,9","22,6","81,0","19,2","20,1","0,0","","0,00","0,0","","22,6","23,5","23,5","0,0","0,0","0,76","0,000","0,089"
"6/2/20 6:30 AM","1007,4","27,4","51,0","16,4","27,7","9,32","22,4","22,6","22,4","81,0","19,0","20,0","0,0","","0,00","0,0","","22,4","23,4","23,4","0,0","0,0","0,00","0,000","0,086"
"6/2/20 7:00 AM","1007,7","27,2","51,0","16,2","27,5","9,33","22,6","22,6","22,4","81,0","19,1","20,1","0,0","","0,00","0,0","","22,6","23,5","23,5","0,0","0,0","0,76","0,000","0,088"
"6/2/20 7:30 AM","1007,9","27,2","52,0","16,5","27,5","9,43","22,2","22,6","22,2","81,0","18,8","19,7","0,0","","0,00","0,0","","22,2","23,0","23,0","0,0","0,0","0,00","0,000","0,080"
"6/2/20 8:00 AM","1008,2","27,3","54,0","17,2","27,8","9,75","22,3","22,3","22,1","82,0","19,1","19,9","0,0","","0,00","0,0","","22,3","23,2","23,2","0,0","0,0","0,48","0,000","0,082"
"6/2/20 8:30 AM","1008,7","27,6","55,0","17,7","28,2","9,85","23,0","23,0","22,3","82,0","19,8","20,6","0,0","","0,00","0,0","","23,0","24,0","24,0","0,0","0,0","0,00","0,000","0,097"
"6/2/20 9:00 AM","1010,1","28,6","57,0","19,3","30,0","10,22","25,7","25,8","24,6","75,0","21,0","22,1","1,6","ENE","0,80","8,0","NW","25,7","27,3","27,3","0,0","0,0","0,20","0,000","0,154"
"6/2/20 9:30 AM","1010,3","29,2","57,0","19,8","31,0","10,24","27,2","27,2","25,7","72,0","21,7","22,9","3,2","ENE","1,61","14,5","ENE","27,2","29,5","29,5","0,0","0,0","0,00","0,000","0,184"
"6/2/20 10:00 AM","1010,5","29,8","58,0","20,7","32,2","10,34","28,1","28,1","27,2","70,0","22,1","23,5","4,8","N","2,41","16,1","N","28,1","31,1","31,1","0,0","0,0","0,23","0,000","0,204"
"6/2/20 10:30 AM","1010,4","30,2","57,0","20,7","32,6","10,20","28,6","28,6","28,1","68,0","22,1","23,5","3,2","NE","1,61","14,5","NNE","28,6","31,6","31,6","0,0","0,0","0,00","0,000","0,213"
"6/2/20 11:00 AM","1009,8","31,1","54,0","20,7","33,7","9,69","29,8","30,1","29,8","62,0","21,8","23,5","4,8","NE","2,41","19,3","E","29,8","33,0","33,0","0,0","0,0","0,61","0,000","0,240"
"6/2/20 11:30 AM","1009,3","31,2","54,0","20,8","33,9","9,69","29,4","29,9","29,4","64,0","21,9","23,5","4,8","N","2,41","17,7","W","29,4","32,6","32,6","0,0","0,0","0,00","0,000","0,231"
"6/2/20 12:00 PM","1009,0","31,1","55,0","21,0","33,9","9,79","28,4","29,4","28,4","68,0","22,0","23,4","3,2","NE","1,61","12,9","ENE","28,4","31,4","31,4","0,0","0,0","0,66","0,000","0,211"
"6/2/20 12:30 PM","1008,5","31,1","55,0","21,0","34,0","9,79","28,9","28,9","28,4","66,0","22,0","23,5","3,2","NE","1,61","12,9","ENE","28,9","32,0","32,0","0,0","0,0","0,00","0,000","0,221"
"6/2/20 1:00 PM","1007,1","31,5","55,0","21,4","34,7","9,78","29,9","29,9","29,5","60,0","21,3","23,1","3,2","NNW","1,61","14,5","NNW","29,9","32,8","32,8","0,0","0,0","0,64","0,000","0,242"
"6/2/20 1:30 PM","1006,7","31,6","55,0","21,5","35,0","9,77","30,1","30,1","29,8","59,0","21,2","23,0","3,2","NNW","1,61","8,0","NNW","30,1","32,8","32,8","0,0","0,0","0,00","0,000","0,244"
"6/2/20 2:00 PM","1006,5","31,7","54,0","21,3","34,9","9,67","30,5","30,5","30,1","56,0","20,7","22,7","3,2","NW","1,61","12,9","NW","30,5","33,1","33,1","0,0","0,0","0,64","0,000","0,253"
"6/2/20 2:30 PM","1006,5","31,8","54,0","21,3","35,0","9,67","29,9","30,6","29,8","58,0","20,7","22,6","3,2","NE","1,61","9,7","ENE","29,9","32,3","32,3","0,0","0,0","0,00","0,000","0,241"
"6/2/20 3:00 PM","1006,5","31,8","54,0","21,4","35,2","9,66","29,3","29,9","29,3","59,0","20,5","22,4","4,8","ENE","2,41","16,1","E","29,3","31,5","31,5","0,0","0,0","0,69","0,000","0,229"
"6/2/20 3:30 PM","1006,7","31,7","54,0","21,2","34,8","9,67","29,1","29,4","29,1","60,0","20,5","22,3","3,2","ENE","1,61","14,5","ENE","29,1","31,1","31,1","0,0","0,0","0,00","0,000","0,223"
"6/2/20 4:00 PM","1006,9","31,6","54,0","21,1","34,6","9,67","28,9","29,1","28,9","58,0","19,8","21,8","3,2","ENE","1,61","11,3","NNE","28,9","30,6","30,6","0,0","0,0","0,69","0,000","0,220"
"6/2/20 4:30 PM","1007,3","31,4","54,0","21,0","34,3","9,68","28,4","28,9","28,4","60,0","19,9","21,8","1,6","ENE","0,80","6,4","ENE","28,4","30,1","30,1","0,0","0,0","0,00","0,000","0,211"
"6/2/20 5:00 PM","1007,6","31,2","54,0","20,8","33,9","9,69","27,6","28,4","27,6","63,0","19,9","21,7","1,6","NNE","0,80","4,8","ENE","27,6","29,1","29,1","0,0","0,0","0,79","0,000","0,193"
"6/2/20 5:30 PM","1007,9","30,9","54,0","20,6","33,5","9,70","26,9","27,6","26,9","67,0","20,3","21,8","0,0","","0,00","3,2","ENE","26,9","28,5","28,5","0,0","0,0","0,00","0,000","0,179"
"6/2/20 6:30 PM","1008,6","30,4","56,0","20,7","33,0","10,01","25,9","26,2","25,9","70,0","20,0","21,4","0,0","","0,00","1,6","ENE","25,9","27,2","27,2","0,0","0,0","0,00","0,000","0,157"
"6/2/20 7:00 PM","1008,8","30,3","56,0","20,5","32,6","10,02","25,3","25,9","25,3","72,0","19,9","21,2","0,0","","0,00","0,0","","25,3","26,4","26,4","0,0","0,0","0,84","0,000","0,145"
"6/2/20 7:30 PM","1009,0","30,1","56,0","20,4","32,3","10,03","25,0","25,3","25,0","72,0","19,6","21,0","0,0","","0,00","0,0","","25,0","26,0","26,0","0,0","0,0","0,00","0,000","0,139"
"6/2/20 8:00 PM","1009,0","30,0","57,0","20,6","32,3","10,21","24,4","25,0","24,4","72,0","19,0","20,4","0,0","","0,00","0,0","","24,4","25,3","25,3","0,0","0,0","0,81","0,000","0,126"
"6/2/20 8:30 PM","1009,1","29,9","57,0","20,4","32,1","10,22","24,3","24,4","24,2","72,0","18,9","20,3","0,0","","0,00","1,6","ENE","24,3","25,1","25,1","0,0","0,0","0,00","0,000","0,124"
"6/2/20 9:00 PM","1009,2","29,8","58,0","20,6","32,1","10,34","24,1","24,3","24,1","72,0","18,7","20,1","0,0","","0,00","0,0","","24,1","25,0","25,0","0,0","0,0","0,79","0,000","0,120"
"6/2/20 9:30 PM","1009,3","29,6","58,0","20,5","31,8","10,34","23,7","24,1","23,7","73,0","18,6","19,9","0,0","","0,00","1,6","ENE","23,7","24,5","24,5","0,0","0,0","0,00","0,000","0,112"
"6/2/20 10:00 PM","1009,2","29,5","58,0","20,4","31,6","10,35","23,6","23,7","23,6","74,0","18,7","20,0","0,0","","0,00","0,0","","23,6","24,5","24,5","0,0","0,0","0,79","0,000","0,110"
"6/2/20 10:33 PM","1009,1","29,3","58,0","20,2","31,3","10,35","23,6","23,7","23,4","74,0","18,6","19,9","0,0","","0,00","1,6","ENE","23,6","24,4","24,4","0,0","0,0","0,00","0,000","0,109"
"6/2/20 11:00 PM","1008,9","29,2","59,0","20,4","31,3","10,55","23,4","23,5","23,4","74,0","18,5","19,8","0,0","","0,00","3,2","SE","23,4","24,2","24,2","0,0","0,0","0,79","0,000","0,105"
"6/2/20 11:37 PM","1008,8","29,2","59,0","20,3","31,2","10,55","23,6","23,6","23,4","75,0","18,9","20,1","0,0","","0,00","0,0","","23,6","24,4","24,4","0,0","0,0","0,00","0,000","0,109"
"7/2/20 12:00 AM","1008,7","29,1","59,0","20,3","31,1","10,55","23,6","23,6","23,5","75,0","18,9","20,2","0,0","","0,00","0,0","","23,6","24,5","24,5","0,0","0,0","0,79","0,000","0,110"
"7/2/20 12:38 AM","1008,5","29,1","59,0","20,2","31,0","10,55","23,7","23,7","23,6","74,0","18,8","20,1","0,0","","0,00","0,0","","23,7","24,5","24,5","0,0","0,0","0,00","0,000","0,111"
"7/2/20 1:00 AM","1008,2","29,0","60,0","20,4","31,0","10,75","23,7","23,7","23,7","74,0","18,8","20,1","0,0","","0,00","0,0","","23,7","24,6","24,6","0,0","0,0","0,79","0,000","0,112"
"7/2/20 1:33 AM","1007,7","28,9","60,0","20,4","30,9","10,75","23,6","23,8","23,6","74,0","18,7","20,0","0,0","","0,00","0,0","","23,6","24,5","24,5","0,0","0,0","0,00","0,000","0,110"
"7/2/20 2:00 AM","1007,6","28,8","60,0","20,2","30,6","10,75","23,2","23,5","23,2","75,0","18,5","19,7","0,0","","0,00","0,0","","23,2","24,0","24,0","0,0","0,0","0,79","0,000","0,101"
"7/2/20 2:33 AM","1007,5","28,7","60,0","20,1","30,5","10,75","22,8","23,2","22,8","76,0","18,4","19,6","0,0","","0,00","0,0","","22,8","23,6","23,6","0,0","0,0","0,00","0,000","0,094"
"7/2/20 3:00 AM","1007,7","28,6","60,0","20,0","30,3","10,75","22,6","22,8","22,6","79,0","18,8","19,8","0,0","","0,00","0,0","","22,6","23,5","23,5","0,0","0,0","0,79","0,000","0,089"
"7/2/20 3:33 AM","1007,9","28,4","61,0","20,2","30,2","10,95","22,4","22,6","22,4","80,0","18,8","19,8","0,0","","0,00","0,0","","22,4","23,3","23,3","0,0","0,0","0,00","0,000","0,086"
"7/2/20 4:00 AM","1007,8","28,3","61,0","20,1","30,0","10,95","22,3","22,6","22,3","80,0","18,7","19,7","0,0","","0,00","0,0","","22,3","23,2","23,2","0,0","0,0","0,79","0,000","0,083"
"7/2/20 4:33 AM","1007,8","28,2","61,0","20,0","29,9","10,95","22,1","22,4","22,1","81,0","18,7","19,6","0,0","","0,00","0,0","","22,1","23,0","23,0","0,0","0,0","0,00","0,000","0,079"
"7/2/20 5:00 AM","1008,2","28,2","61,0","19,9","29,8","10,95","21,9","22,1","21,9","81,0","18,5","19,4","0,0","","0,00","0,0","","21,9","22,8","22,8","0,0","0,0","0,69","0,000","0,074"
"7/2/20 5:34 AM","1008,3","28,2","61,0","19,9","29,8","10,95","22,4","22,4","21,9","82,0","19,2","20,1","0,0","","0,00","0,0","","22,4","23,4","23,4","0,0","0,0","0,00","0,000","0,086"
"7/2/20 6:00 AM","1008,8","28,8","61,0","20,5","30,8","10,95","24,3","24,3","22,6","78,0","20,2","21,2","0,0","","0,00","0,0","","24,3","25,4","25,4","0,0","0,0","0,48","0,000","0,124"
"7/2/20 6:30 AM","1009,1","29,9","60,0","21,3","32,7","10,72","26,6","26,6","25,5","73,0","21,3","22,6","0,0","","0,00","3,2","S","26,6","28,5","28,5","0,0","0,0","0,00","0,000","0,171"
"7/2/20 7:00 AM","1009,5","30,7","58,0","21,5","33,8","10,31","29,1","29,1","26,6","67,0","22,3","23,8","1,6","NNW","0,80","8,0","NNW","29,1","32,4","32,4","0,0","0,0","0,23","0,000","0,223"
"7/2/20 7:30 AM","1009,6","31,3","58,0","22,0","35,0","10,28","29,4","29,4","28,9","66,0","22,4","23,9","3,2","NNW","1,61","12,9","N","29,4","33,0","33,0","0,0","0,0","0,00","0,000","0,231"
"7/2/20 8:30 AM","1009,1","32,3","56,0","22,4","36,6","9,95","30,9","31,0","30,8","59,0","22,0","23,8","4,8","NE","2,41","16,1","E","30,9","34,6","34,6","0,0","0,0","0,00","0,000","0,263"
"7/2/20 9:00 AM","1009,0","32,6","55,0","22,4","37,0","9,72","31,5","31,6","30,9","53,0","20,8","22,9","4,8","N","2,41","20,9","WNW","31,5","34,3","34,3","0,0","0,0","0,61","0,000","0,274"
"7/2/20 9:30 AM","1008,7","32,9","54,0","22,4","37,3","9,60","31,8","32,2","31,6","50,0","20,1","22,4","4,8","NNW","2,41","17,7","NW","31,8","34,2","34,2","0,0","0,0","0,00","0,000","0,281"
"7/2/20 10:00 AM","1008,2","33,2","54,0","22,7","38,1","9,58","32,7","32,8","31,8","46,0","19,5","22,0","3,2","NNW","1,61","16,1","N","32,7","34,7","34,7","0,0","0,0","0,66","0,000","0,299"
"7/2/20 10:30 AM","1007,5","33,6","53,0","22,7","38,5","9,35","32,8","32,9","32,5","46,0","19,6","22,1","3,2","NW","1,61","14,5","N","32,8","34,9","34,9","0,0","0,0","0,00","0,000","0,301"
"7/2/20 11:00 AM","1006,8","33,7","52,0","22,5","38,5","9,24","33,0","33,1","32,7","46,0","19,8","22,3","3,2","NW","1,61","12,9","WNW","33,0","35,3","35,3","0,0","0,0","0,71","0,000","0,306"
"7/2/20 11:30 AM","1006,2","34,0","51,0","22,4","38,8","9,09","33,1","33,7","33,0","46,0","19,9","22,3","3,2","ENE","1,61","12,9","NNW","33,1","35,4","35,4","0,0","0,0","0,00","0,000","0,307"
"7/2/20 12:00 PM","1005,8","34,0","51,0","22,4","38,8","9,09","33,2","33,2","32,3","46,0","20,0","22,5","3,2","NNE","1,61","9,7","W","33,2","35,7","35,7","0,0","0,0","0,76","0,000","0,310"
"7/2/20 12:30 PM","1005,2","34,1","51,0","22,5","38,9","9,08","32,1","33,3","31,8","49,0","20,1","22,4","4,8","ENE","2,41","12,9","ENE","32,1","34,5","34,5","0,0","0,0","0,00","0,000","0,287"
"7/2/20 1:00 PM","1004,8","34,0","51,0","22,4","38,8","9,09","32,1","32,4","32,1","49,0","20,0","22,3","3,2","E","1,61","12,9","ENE","32,1","34,4","34,4","0,0","0,0","0,74","0,000","0,286"
"7/2/20 1:30 PM","1004,5","33,9","51,0","22,3","38,6","9,09","32,5","32,5","31,9","48,0","20,1","22,4","3,2","ENE","1,61","12,9","ENE","32,5","34,9","34,9","0,0","0,0","0,00","0,000","0,295"
"7/2/20 2:00 PM","1004,3","33,9","51,0","22,4","38,7","9,09","31,9","33,1","31,9","49,0","19,9","22,2","3,2","ENE","1,61","11,3","ENE","31,9","34,2","34,2","0,0","0,0","0,74","0,000","0,284"
"7/2/20 2:30 PM","1004,2","33,7","51,0","22,2","38,2","9,10","31,3","31,9","31,2","53,0","20,6","22,7","4,8","ENE","2,41","16,1","E","31,3","33,9","33,9","0,0","0,0","0,00","0,000","0,270"
"7/2/20 3:00 PM","1004,4","33,6","52,0","22,4","38,3","9,25","30,9","31,3","30,9","55,0","20,8","22,8","3,2","ENE","1,61","16,1","E","30,9","33,6","33,6","0,0","0,0","0,76","0,000","0,262"
"7/2/20 3:30 PM","1004,6","33,4","52,0","22,2","37,8","9,27","30,3","30,9","30,3","55,0","20,2","22,3","3,2","ENE","1,61","14,5","ENE","30,3","32,4","32,4","0,0","0,0","0,00","0,000","0,249"
"7/2/20 4:00 PM","1004,6","33,2","52,0","22,0","37,5","9,28","29,9","30,3","29,9","57,0","20,4","22,4","1,6","NE","0,80","11,3","ENE","29,9","32,1","32,1","0,0","0,0","0,79","0,000","0,241"
"7/2/20 4:30 PM","1005,0","33,1","53,0","22,2","37,4","9,39","29,4","29,9","29,4","59,0","20,6","22,5","1,6","NE","0,80","4,8","NE","29,4","31,7","31,7","0,0","0,0","0,00","0,000","0,231"
"7/2/20 5:00 PM","1005,2","32,8","53,0","22,0","36,9","9,41","28,8","29,4","28,8","59,0","20,0","21,9","1,6","W","0,80","6,4","W","28,8","30,5","30,5","0,0","0,0","0,89","0,000","0,218"
"7/2/20 5:30 PM","1005,8","32,6","54,0","22,1","36,8","9,62","28,3","28,8","28,3","61,0","20,1","21,9","0,0","","0,00","4,8","W","28,3","30,0","30,0","0,0","0,0","0,00","0,000","0,208"
